,zip,num_tracts,percent_ej
444,2043,4,0.0
445,2045,3,0.0
446,2047,1,0.0
447,2048,4,0.0
448,2050,6,0.0
449,2052,2,0.0
450,2053,2,0.0
451,2054,1,0.0
452,2056,2,0.0
453,2061,3,0.0
454,2062,6,0.0
455,2066,3,0.0
456,2067,3,0.0
457,2071,3,0.0
458,2072,8,0.0
459,2081,5,0.0
460,2090,5,0.0
461,2093,3,0.0
462,2108,4,0.0
463,2109,5,0.0
464,2110,2,0.0
465,2111,2,0.0
466,2113,5,0.0
467,2114,8,0.0
468,2115,15,0.0
469,2116,13,7.6923076923076925
470,2118,12,58.333333333333336
471,2119,13,76.92307692307692
472,2120,8,25.0
473,2121,11,100.0
474,2122,13,61.53846153846154
475,2124,15,60.0
476,2125,12,83.33333333333333
477,2126,10,80.0
478,2127,14,28.571428571428573
479,2128,13,69.23076923076923
480,2129,6,33.333333333333336
481,2130,19,15.789473684210526
482,2131,13,30.76923076923077
483,2132,9,11.11111111111111
484,2134,9,11.11111111111111
485,2135,14,14.285714285714286
486,2136,9,33.333333333333336
487,2138,14,0.0
488,2139,15,0.0
489,2140,9,0.0
490,2141,8,12.5
491,2142,4,0.0
492,2143,7,28.571428571428573
493,2144,9,0.0
494,2145,7,42.857142857142854
495,2148,12,33.333333333333336
496,2149,9,88.88888888888889
497,2150,8,75.0
498,2151,12,50.0
499,2152,6,16.666666666666668
500,2155,17,5.882352941176471
501,2163,2,0.0
502,2169,13,7.6923076923076925
503,2170,5,60.0
504,2171,5,60.0
505,2176,5,0.0
506,2180,5,0.0
507,2184,8,0.0
508,2186,6,0.0
509,2188,5,0.0
510,2189,5,0.0
511,2190,4,0.0
512,2191,3,0.0
513,2199,1,0.0
514,2203,1,0.0
515,2210,4,0.0
516,2215,16,0.0
517,2301,14,57.142857142857146
518,2302,8,37.5
519,2322,1,0.0
520,2324,6,0.0
521,2330,2,0.0
522,2332,3,0.0
523,2333,3,0.0
524,2338,1,0.0
525,2339,2,0.0
526,2341,3,0.0
527,2343,2,0.0
528,2346,4,0.0
529,2347,4,0.0
530,2351,4,0.0
531,2356,4,0.0
532,2357,1,0.0
533,2359,3,0.0
534,2360,11,0.0
535,2364,2,0.0
536,2366,1,0.0
537,2367,1,0.0
538,2368,6,0.0
539,2370,3,0.0
540,2375,5,0.0
541,2379,2,0.0
542,2382,4,0.0
543,2420,5,0.0
544,2421,5,0.0
545,2445,9,0.0
546,2446,7,0.0
547,2451,5,0.0
548,2452,8,0.0
549,2453,7,0.0
550,2457,1,0.0
551,2458,5,0.0
552,2459,6,0.0
553,2460,6,0.0
554,2461,6,0.0
555,2462,2,0.0
556,2464,2,0.0
557,2465,5,0.0
558,2466,5,0.0
559,2467,9,0.0
560,2468,3,0.0
561,2472,12,0.0
562,2474,7,0.0
563,2476,5,0.0
564,2478,8,0.0
565,2481,6,0.0
566,2482,4,0.0
567,2492,5,0.0
568,2493,2,0.0
569,2494,3,0.0
570,2532,6,0.0
571,2534,1,0.0
572,2535,1,0.0
573,2536,5,0.0
574,2537,3,0.0
575,2538,3,0.0
576,2539,1,0.0
577,2540,5,0.0
578,2542,3,0.0
579,2543,2,0.0
580,2553,1,0.0
581,2554,5,0.0
582,2556,1,0.0
583,2557,1,0.0
584,2558,1,0.0
585,2559,2,0.0
586,2561,1,0.0
587,2562,2,0.0
588,2563,5,0.0
589,2564,1,0.0
590,2568,3,0.0
591,2571,3,0.0
592,2575,1,0.0
593,2576,2,0.0
594,2584,1,0.0
595,2601,7,28.571428571428573
596,2630,2,50.0
597,2631,3,0.0
598,2632,4,0.0
599,2633,2,0.0
600,2635,1,0.0
601,2637,1,0.0
602,2638,2,0.0
603,2639,3,0.0
604,2641,1,0.0
605,2642,2,0.0
606,2643,1,0.0
607,2644,1,0.0
608,2645,5,0.0
609,2646,2,0.0
610,2647,1,100.0
611,2648,4,0.0
612,2649,6,0.0
613,2650,1,0.0
614,2651,1,0.0
615,2652,1,0.0
616,2653,3,0.0
617,2655,3,0.0
618,2657,1,0.0
619,2659,1,0.0
620,2660,3,0.0
621,2663,1,0.0
622,2664,3,0.0
623,2666,1,0.0
624,2667,3,0.0
625,2668,3,0.0
626,2669,1,0.0
627,2670,1,0.0
628,2671,2,0.0
629,2672,2,50.0
630,2673,4,25.0
631,2675,3,0.0
632,2702,1,0.0
633,2703,9,11.11111111111111
634,2713,1,0.0
635,2715,2,0.0
636,2717,2,0.0
637,2718,2,0.0
638,2719,4,0.0
639,2720,11,45.45454545454545
640,2721,10,90.0
641,2723,7,71.42857142857143
642,2724,5,100.0
643,2725,1,0.0
644,2726,3,0.0
645,2738,1,0.0
646,2739,1,0.0
647,2740,20,60.0
648,2743,3,0.0
649,2744,5,80.0
650,2745,8,25.0
651,2746,10,70.0
652,2747,8,0.0
653,2748,5,20.0
654,2760,5,20.0
655,2762,1,0.0
656,2763,3,0.0
657,2764,1,0.0
658,2766,4,0.0
659,2767,5,0.0
660,2769,2,0.0
661,2770,1,0.0
662,2771,2,0.0
663,2777,3,0.0
664,2779,1,0.0
665,2780,11,27.272727272727273
666,2790,5,0.0
667,2791,1,0.0
668,2802,1,0.0
669,2804,1,0.0
670,2806,4,0.0
671,2807,1,0.0
672,2808,2,0.0
673,2809,4,0.0
674,2812,1,0.0
675,2813,3,0.0
676,2814,3,0.0
677,2815,1,0.0
678,2816,8,0.0
679,2817,1,0.0
680,2818,7,0.0
681,2822,2,0.0
682,2825,2,0.0
683,2826,1,0.0
684,2827,2,0.0
685,2828,4,0.0
686,2830,3,0.0
687,2831,4,0.0
688,2832,3,0.0
689,2833,1,0.0
690,2835,1,0.0
691,2836,1,0.0
692,2837,1,0.0
693,2838,1,0.0
694,2839,1,0.0
695,2840,10,30.0
696,2841,1,100.0
697,2842,5,20.0
698,2852,7,0.0
699,2857,5,0.0
700,2858,1,0.0
701,2859,4,0.0
702,2860,18,55.55555555555556
703,2861,10,10.0
704,2863,6,100.0
705,2864,7,0.0
706,2865,6,0.0
707,2871,3,0.0
708,2872,1,0.0
709,2873,1,0.0
710,2874,5,0.0
711,2875,1,0.0
712,2876,2,0.0
713,2878,5,0.0
714,2879,7,0.0
715,2881,3,0.0
716,2882,3,0.0
717,2885,4,0.0
718,2886,10,0.0
719,2888,5,0.0
720,2889,11,0.0
721,2891,5,0.0
722,2892,4,0.0
723,2893,11,18.181818181818183
724,2894,2,0.0
725,2895,13,61.53846153846154
726,2896,3,0.0
727,2898,2,0.0
728,2903,10,40.0
729,2904,11,27.272727272727273
730,2905,9,55.55555555555556
731,2906,8,12.5
732,2907,11,81.81818181818181
733,2908,11,36.36363636363637
734,2909,16,62.50000000000001
735,2910,9,33.333333333333336
736,2911,6,0.0
737,2912,1,0.0
738,2914,5,20.0
739,2915,5,0.0
740,2916,4,25.0
741,2917,4,0.0
742,2919,6,0.0
743,2920,12,33.333333333333336
744,2921,4,0.0
745,3031,5,0.0
746,3032,1,0.0
747,3033,1,0.0
748,3034,2,0.0
749,3036,2,0.0
750,3037,1,0.0
751,3038,9,0.0
752,3042,1,0.0
753,3043,2,0.0
754,3044,1,0.0
755,3045,3,0.0
756,3046,1,0.0
757,3047,2,0.0
758,3048,3,0.0
759,3049,2,0.0
760,3051,4,0.0
761,3052,2,0.0
762,3053,7,0.0
763,3054,4,0.0
764,3055,3,0.0
765,3057,2,0.0
766,3060,7,28.571428571428573
767,3062,6,0.0
768,3063,3,0.0
769,3064,3,33.333333333333336
770,3070,2,0.0
771,3071,2,0.0
772,3076,3,0.0
773,3077,4,0.0
774,3079,5,0.0
775,3082,1,0.0
776,3084,1,0.0
777,3086,2,0.0
778,3087,2,0.0
779,3101,4,100.0
780,3102,10,40.0
781,3103,12,41.666666666666664
782,3104,16,37.5
783,3106,3,0.0
784,3109,5,0.0
785,3110,3,0.0
786,3215,1,0.0
787,3216,1,0.0
788,3217,1,0.0
789,3218,1,0.0
790,3220,2,0.0
791,3221,2,0.0
792,3222,2,0.0
793,3223,2,0.0
794,3224,1,0.0
795,3225,2,0.0
796,3226,2,0.0
797,3227,1,0.0
798,3229,1,0.0
799,3230,1,0.0
800,3231,1,0.0
801,3233,1,0.0
802,3234,2,0.0
803,3235,3,0.0
804,3237,1,0.0
805,3238,1,0.0
806,3240,1,0.0
807,3241,1,0.0
808,3242,1,0.0
809,3243,1,0.0
810,3244,2,0.0
811,3245,1,0.0
812,3246,7,0.0
813,3249,2,0.0
814,3251,1,0.0
815,3253,4,0.0
816,3254,2,0.0
817,3255,1,0.0
818,3256,2,0.0
819,3257,2,0.0
820,3258,1,0.0
821,3259,1,0.0
822,3260,1,0.0
823,3261,2,0.0
824,3262,1,0.0
825,3263,2,0.0
826,3264,3,0.0
827,3266,3,0.0
828,3268,1,0.0
829,3269,1,0.0
830,3273,1,0.0
831,3275,2,0.0
832,3276,3,0.0
833,3278,3,0.0
834,3279,1,0.0
835,3280,1,0.0
836,3281,1,0.0
837,3282,1,0.0
838,3284,1,0.0
839,3285,1,0.0
840,3287,1,0.0
841,3290,2,0.0
842,3291,1,0.0
843,3293,1,0.0
844,3301,10,10.0
845,3303,6,0.0
846,3304,2,0.0
847,3307,2,0.0
848,3431,8,0.0
849,3440,2,0.0
850,3441,1,0.0
851,3442,1,0.0
852,3443,1,0.0
853,3444,1,0.0
854,3445,1,0.0
855,3446,1,0.0
856,3447,1,0.0
857,3448,1,0.0
858,3449,1,0.0
859,3450,1,0.0
860,3451,2,0.0
861,3452,1,0.0
862,3455,2,0.0
863,3456,1,0.0
864,3457,1,0.0
865,3458,3,0.0
866,3461,1,0.0
867,3462,1,0.0
868,3464,1,0.0
869,3465,2,0.0
870,3466,1,0.0
871,3467,1,0.0
872,3470,2,0.0
873,3561,2,0.0
874,3570,4,50.0
875,3574,1,0.0
876,3575,1,0.0
877,3576,3,33.333333333333336
878,3579,2,0.0
879,3580,2,0.0
880,3581,1,0.0
881,3582,1,0.0
882,3583,1,0.0
883,3584,2,0.0
884,3585,1,0.0
885,3586,1,0.0
886,3588,1,0.0
887,3590,2,50.0
888,3592,1,0.0
889,3593,1,0.0
890,3595,1,0.0
891,3597,2,0.0
892,3598,1,0.0
893,3601,1,0.0
894,3602,2,0.0
895,3603,2,0.0
896,3604,1,0.0
897,3605,2,0.0
898,3607,1,0.0
899,3608,1,0.0
900,3609,1,0.0
901,3740,2,0.0
902,3741,3,0.0
903,3743,4,25.0
904,3745,1,0.0
905,3746,1,0.0
906,3748,3,0.0
907,3750,1,0.0
908,3751,2,0.0
909,3752,1,0.0
910,3753,1,0.0
911,3754,1,0.0
912,3755,3,0.0
913,3765,1,0.0
914,3766,3,0.0
915,3768,1,0.0
916,3770,1,0.0
917,3771,1,0.0
918,3773,3,0.0
919,3774,1,0.0
920,3777,1,0.0
921,3779,1,0.0
922,3780,2,0.0
923,3781,1,0.0
924,3782,3,0.0
925,3784,2,0.0
926,3785,3,0.0
927,3801,8,0.0
928,3809,1,0.0
929,3810,2,0.0
930,3811,2,0.0
931,3812,1,0.0
932,3813,2,0.0
933,3814,2,0.0
934,3816,1,0.0
935,3817,1,0.0
936,3818,4,0.0
937,3819,1,0.0
938,3820,7,0.0
939,3823,1,0.0
940,3824,4,0.0
941,3825,1,0.0
942,3826,2,0.0
943,3827,2,0.0
944,3830,1,0.0
945,3832,2,0.0
946,3833,8,0.0
947,3835,1,0.0
948,3836,1,0.0
949,3837,1,0.0
950,3838,1,0.0
951,3839,2,0.0
952,3840,2,0.0
953,3841,3,0.0
954,3842,5,0.0
955,3844,2,0.0
956,3845,2,0.0
957,3846,1,0.0
958,3847,1,0.0
959,3848,1,0.0
960,3849,1,0.0
961,3850,1,0.0
962,3851,1,0.0
963,3852,1,0.0
964,3853,1,0.0
965,3854,1,0.0
966,3855,1,0.0
967,3856,1,0.0
968,3857,3,0.0
969,3858,1,0.0
970,3860,3,0.0
971,3861,1,0.0
972,3862,1,0.0
973,3864,1,0.0
974,3865,2,0.0
975,3867,6,0.0
976,3868,3,0.0
977,3869,1,0.0
978,3870,1,0.0
979,3871,1,0.0
980,3872,1,0.0
981,3873,1,0.0
982,3874,3,0.0
983,3875,2,0.0
984,3878,3,0.0
985,3882,1,0.0
986,3883,1,0.0
987,3884,1,0.0
988,3885,2,0.0
989,3886,2,0.0
990,3887,2,0.0
991,3890,1,0.0
992,3894,2,0.0
993,3901,2,0.0
994,3902,2,0.0
995,3903,2,0.0
996,3904,2,0.0
997,3905,2,0.0
998,3906,2,0.0
999,3907,2,0.0
1000,3908,2,0.0
1001,3909,2,0.0
1002,3910,1,0.0
1003,3911,1,0.0
1004,4001,1,0.0
1005,4002,2,0.0
1006,4003,1,0.0
1007,4005,6,16.666666666666668
1008,4006,1,0.0
1009,4008,1,0.0
1010,4009,1,0.0
1011,4010,1,0.0
1012,4011,4,0.0
1013,4015,2,0.0
1014,4017,1,0.0
1015,4019,1,0.0
1016,4020,1,0.0
1017,4021,1,0.0
1018,4022,1,0.0
1019,4024,1,0.0
1020,4027,1,0.0
1021,4029,1,0.0
1022,4030,1,0.0
1023,4032,2,0.0
1024,4037,2,0.0
1025,4038,3,0.0
1026,4039,2,0.0
1027,4040,3,0.0
1028,4041,1,100.0
1029,4042,1,0.0
1030,4043,3,0.0
1031,4046,2,0.0
1032,4047,1,0.0
1033,4048,2,0.0
1034,4049,2,0.0
1035,4050,1,0.0
1036,4051,1,0.0
1037,4055,2,0.0
1038,4056,1,0.0
1039,4057,1,0.0
1040,4061,1,0.0
1041,4062,5,0.0
1042,4063,1,0.0
1043,4064,2,0.0
1044,4066,1,0.0
1045,4068,1,100.0
1046,4069,1,0.0
1047,4071,5,0.0
1048,4072,4,0.0
1049,4073,5,20.0
1050,4074,3,0.0
1051,4076,1,0.0
1052,4079,2,0.0
1053,4083,2,0.0
1054,4084,2,0.0
1055,4085,1,0.0
1056,4086,3,0.0
1057,4087,1,0.0
1058,4088,1,0.0
1059,4090,2,0.0
1060,4091,1,0.0
1061,4092,5,0.0
1062,4093,1,0.0
1063,4095,2,0.0
1064,4096,2,0.0
1065,4097,2,0.0
1066,4101,9,44.44444444444444
1067,4102,11,18.181818181818183
1068,4103,9,11.11111111111111
1069,4105,2,0.0
1070,4106,8,0.0
1071,4107,3,0.0
1072,4108,1,0.0
1073,4109,1,0.0
1074,4110,1,0.0
1075,4210,8,37.5
1076,4216,1,0.0
1077,4217,3,0.0
1078,4219,2,0.0
1079,4220,2,0.0
1080,4221,2,50.0
1081,4222,1,0.0
1082,4224,3,66.66666666666667
1083,4226,1,0.0
1084,4227,1,100.0
1085,4228,1,100.0
1086,4231,1,0.0
1087,4234,1,0.0
1088,4236,1,0.0
1089,4237,1,0.0
1090,4238,1,0.0
1091,4239,1,0.0
1092,4240,9,55.55555555555556
1093,4250,2,0.0
1094,4252,2,0.0
1095,4253,1,0.0
1096,4254,1,100.0
1097,4255,1,0.0
1098,4256,2,0.0
1099,4257,1,0.0
1100,4258,2,0.0
1101,4259,2,0.0
1102,4260,1,0.0
1103,4261,1,0.0
1104,4263,1,0.0
1105,4265,2,0.0
1106,4267,2,0.0
1107,4268,2,50.0
1108,4270,1,100.0
1109,4271,1,0.0
1110,4274,2,0.0
1111,4275,1,0.0
1112,4276,2,0.0
1113,4280,1,0.0
1114,4281,1,0.0
1115,4282,1,0.0
1116,4284,1,0.0
1117,4285,1,100.0
1118,4286,1,0.0
1119,4287,1,0.0
1120,4289,2,50.0
1121,4290,1,0.0
1122,4292,1,0.0
1123,4294,3,66.66666666666667
1124,4330,9,33.333333333333336
1125,4342,1,0.0
1126,4343,1,0.0
1127,4344,2,0.0
1128,4345,7,14.285714285714286
1129,4346,1,0.0
1130,4347,1,0.0
1131,4348,1,0.0
1132,4349,2,0.0
1133,4350,1,0.0
1134,4351,2,0.0
1135,4352,1,0.0
1136,4353,1,0.0
1137,4354,1,0.0
1138,4355,2,0.0
1139,4357,1,0.0
1140,4358,1,0.0
1141,4359,1,0.0
1142,4360,1,0.0
1143,4363,1,0.0
1144,4364,1,0.0
1145,4401,13,23.076923076923077
1146,4406,2,50.0
1147,4408,1,0.0
1148,4410,1,100.0
1149,4411,1,0.0
1150,4412,3,33.333333333333336
1151,4413,1,100.0
1152,4414,3,66.66666666666667
1153,4415,1,100.0
1154,4416,2,50.0
1155,4417,1,100.0
1156,4418,2,100.0
1157,4419,1,0.0
1158,4421,1,0.0
1159,4422,1,100.0
1160,4424,2,100.0
1161,4426,3,66.66666666666667
1162,4427,1,100.0
1163,4428,1,0.0
1164,4429,2,0.0
1165,4430,2,100.0
1166,4431,1,0.0
1167,4434,1,0.0
1168,4435,1,0.0
1169,4438,1,0.0
1170,4441,2,0.0
1171,4442,2,0.0
1172,4443,3,66.66666666666667
1173,4444,4,0.0
1174,4448,3,100.0
1175,4449,1,100.0
1176,4450,2,50.0
1177,4451,2,100.0
1178,4453,2,100.0
1179,4454,1,100.0
1180,4455,2,100.0
1181,4456,1,0.0
1182,4457,5,100.0
1183,4459,2,100.0
1184,4460,3,100.0
1185,4461,1,0.0
1186,4462,3,33.333333333333336
1187,4463,2,100.0
1188,4464,2,0.0
1189,4468,6,66.66666666666667
1190,4469,1,0.0
1191,4471,1,100.0
1192,4472,1,0.0
1193,4473,3,0.0
1194,4474,1,0.0
1195,4475,1,100.0
1196,4476,1,0.0
1197,4478,1,100.0
1198,4479,2,100.0
1199,4481,1,100.0
1200,4485,1,0.0
1201,4487,1,100.0
1202,4488,1,0.0
1203,4489,1,0.0
1204,4490,1,100.0
1205,4491,1,100.0
1206,4492,1,100.0
1207,4493,2,50.0
1208,4495,1,100.0
1209,4496,1,0.0
1210,4497,2,100.0
1211,4530,4,0.0
1212,4535,1,0.0
1213,4537,2,0.0
