"GEO_ID","P001001","NAME"
"8600000US20151","21374","ZCTA5 20151"
"8600000US20152","24946","ZCTA5 20152"
"8600000US20155","29411","ZCTA5 20155"
"8600000US20158","4288","ZCTA5 20158"
"8600000US20164","37747","ZCTA5 20164"
"8600000US20165","32383","ZCTA5 20165"
"8600000US20166","9521","ZCTA5 20166"
"8600000US20169","19801","ZCTA5 20169"
"8600000US20170","41236","ZCTA5 20170"
"8600000US20171","45887","ZCTA5 20171"
"8600000US20175","27169","ZCTA5 20175"
"8600000US20176","46506","ZCTA5 20176"
"8600000US20180","6549","ZCTA5 20180"
"8600000US20181","7877","ZCTA5 20181"
"8600000US20184","839","ZCTA5 20184"
"8600000US20186","14557","ZCTA5 20186"
"8600000US20187","15252","ZCTA5 20187"
"8600000US20190","17529","ZCTA5 20190"
"8600000US20191","29128","ZCTA5 20191"
"8600000US20194","13165","ZCTA5 20194"
"8600000US20197","1840","ZCTA5 20197"
"8600000US20198","2492","ZCTA5 20198"
"8600000US20202","0","ZCTA5 20202"
"8600000US20204","0","ZCTA5 20204"
"8600000US20228","0","ZCTA5 20228"
"8600000US20230","0","ZCTA5 20230"
"8600000US20240","0","ZCTA5 20240"
"8600000US20245","0","ZCTA5 20245"
"8600000US20260","0","ZCTA5 20260"
"8600000US20307","353","ZCTA5 20307"
"8600000US20317","903","ZCTA5 20317"
"8600000US20319","84","ZCTA5 20319"
"8600000US20373","131","ZCTA5 20373"
"8600000US20390","584","ZCTA5 20390"
"8600000US20405","0","ZCTA5 20405"
"8600000US20418","0","ZCTA5 20418"
"8600000US20427","0","ZCTA5 20427"
"8600000US20506","0","ZCTA5 20506"
"8600000US20510","0","ZCTA5 20510"
"8600000US20520","0","ZCTA5 20520"
"8600000US20535","8","ZCTA5 20535"
"8600000US20540","0","ZCTA5 20540"
"8600000US20551","0","ZCTA5 20551"
"8600000US20553","0","ZCTA5 20553"
"8600000US20560","0","ZCTA5 20560"
"8600000US20565","0","ZCTA5 20565"
"8600000US20566","0","ZCTA5 20566"
"8600000US20593","0","ZCTA5 20593"
"8600000US20601","24156","ZCTA5 20601"
"8600000US20602","24955","ZCTA5 20602"
"8600000US20603","28967","ZCTA5 20603"
"8600000US20606","431","ZCTA5 20606"
"8600000US20607","9802","ZCTA5 20607"
"8600000US20608","919","ZCTA5 20608"
"8600000US20609","1120","ZCTA5 20609"
"8600000US20611","1078","ZCTA5 20611"
"8600000US20612","261","ZCTA5 20612"
"8600000US20613","11860","ZCTA5 20613"
"8600000US20615","405","ZCTA5 20615"
"8600000US20616","5857","ZCTA5 20616"
"8600000US20617","781","ZCTA5 20617"
"8600000US20618","607","ZCTA5 20618"
"8600000US20619","10503","ZCTA5 20619"
"8600000US20620","1443","ZCTA5 20620"
"8600000US20621","1373","ZCTA5 20621"
"8600000US20622","4900","ZCTA5 20622"
"8600000US20623","2744","ZCTA5 20623"
"8600000US20624","1282","ZCTA5 20624"
"8600000US20625","1062","ZCTA5 20625"
"8600000US20626","373","ZCTA5 20626"
"8600000US20628","594","ZCTA5 20628"
"8600000US20629","535","ZCTA5 20629"
"8600000US20630","348","ZCTA5 20630"
"8600000US20632","347","ZCTA5 20632"
"8600000US20634","5927","ZCTA5 20634"
"8600000US20636","9937","ZCTA5 20636"
"8600000US20637","5423","ZCTA5 20637"
"8600000US20639","14227","ZCTA5 20639"
"8600000US20640","10438","ZCTA5 20640"
"8600000US20645","857","ZCTA5 20645"
"8600000US20646","18890","ZCTA5 20646"
"8600000US20650","13717","ZCTA5 20650"
"8600000US20653","24481","ZCTA5 20653"
"8600000US20657","20483","ZCTA5 20657"
"8600000US20658","854","ZCTA5 20658"
"8600000US20659","23498","ZCTA5 20659"
"8600000US20660","97","ZCTA5 20660"
"8600000US20662","2934","ZCTA5 20662"
"8600000US20664","2987","ZCTA5 20664"
"8600000US20667","494","ZCTA5 20667"
"8600000US20670","1014","ZCTA5 20670"
"8600000US20674","830","ZCTA5 20674"
"8600000US20675","1671","ZCTA5 20675"
"8600000US20676","3871","ZCTA5 20676"
"8600000US20677","2322","ZCTA5 20677"
"8600000US20678","11045","ZCTA5 20678"
"8600000US20680","1119","ZCTA5 20680"
"8600000US20684","1125","ZCTA5 20684"
"8600000US20685","6471","ZCTA5 20685"
"8600000US20686","1332","ZCTA5 20686"
"8600000US20687","313","ZCTA5 20687"
"8600000US20688","1828","ZCTA5 20688"
"8600000US20689","1694","ZCTA5 20689"
"8600000US20690","740","ZCTA5 20690"
"8600000US20692","1051","ZCTA5 20692"
"8600000US20693","1088","ZCTA5 20693"
"8600000US20695","6794","ZCTA5 20695"
"8600000US20701","2","ZCTA5 20701"
"8600000US20705","26188","ZCTA5 20705"
"8600000US20706","38692","ZCTA5 20706"
"8600000US20707","31538","ZCTA5 20707"
"8600000US20708","25546","ZCTA5 20708"
"8600000US20710","9313","ZCTA5 20710"
"8600000US20711","6643","ZCTA5 20711"
"8600000US20712","9031","ZCTA5 20712"
"8600000US20714","4345","ZCTA5 20714"
"8600000US20715","26382","ZCTA5 20715"
"8600000US20716","20787","ZCTA5 20716"
"8600000US20720","21031","ZCTA5 20720"
"8600000US20721","27016","ZCTA5 20721"
"8600000US20722","5711","ZCTA5 20722"
"8600000US20723","28972","ZCTA5 20723"
"8600000US20724","16093","ZCTA5 20724"
"8600000US20732","9919","ZCTA5 20732"
"8600000US20733","2672","ZCTA5 20733"
"8600000US20735","35421","ZCTA5 20735"
"8600000US20736","8904","ZCTA5 20736"
"8600000US20737","20684","ZCTA5 20737"
"8600000US20740","28780","ZCTA5 20740"
"8600000US20742","7808","ZCTA5 20742"
"8600000US20743","38621","ZCTA5 20743"
"8600000US20744","50722","ZCTA5 20744"
"8600000US20745","28451","ZCTA5 20745"
"8600000US20746","28838","ZCTA5 20746"
"8600000US20747","40054","ZCTA5 20747"
"8600000US20748","38792","ZCTA5 20748"
"8600000US20751","2343","ZCTA5 20751"
"8600000US20754","6951","ZCTA5 20754"
"8600000US20755","9302","ZCTA5 20755"
"8600000US20758","721","ZCTA5 20758"
"8600000US20759","3355","ZCTA5 20759"
"8600000US20762","2973","ZCTA5 20762"
"8600000US20763","2664","ZCTA5 20763"
"8600000US20764","4176","ZCTA5 20764"
"8600000US20765","514","ZCTA5 20765"
"8600000US20769","6604","ZCTA5 20769"
"8600000US20770","25173","ZCTA5 20770"
"8600000US20772","42625","ZCTA5 20772"
"8600000US20774","43013","ZCTA5 20774"
"8600000US20776","3289","ZCTA5 20776"
"8600000US20777","3314","ZCTA5 20777"
"8600000US20778","2009","ZCTA5 20778"
"8600000US20779","1182","ZCTA5 20779"
"8600000US20781","11440","ZCTA5 20781"
"8600000US20782","30560","ZCTA5 20782"
"8600000US20783","44487","ZCTA5 20783"
"8600000US20784","29449","ZCTA5 20784"
"8600000US20785","35052","ZCTA5 20785"
"8600000US20794","14098","ZCTA5 20794"
"8600000US20812","255","ZCTA5 20812"
"8600000US20814","27642","ZCTA5 20814"
"8600000US20815","29082","ZCTA5 20815"
"8600000US20816","16208","ZCTA5 20816"
"8600000US20817","36240","ZCTA5 20817"
"8600000US20818","1962","ZCTA5 20818"
"8600000US20832","24965","ZCTA5 20832"
"8600000US20833","7735","ZCTA5 20833"
"8600000US20837","5789","ZCTA5 20837"
"8600000US20838","259","ZCTA5 20838"
"8600000US20839","214","ZCTA5 20839"
"8600000US20841","10460","ZCTA5 20841"
"8600000US20842","1824","ZCTA5 20842"
"8600000US20850","46340","ZCTA5 20850"
"8600000US20851","14191","ZCTA5 20851"
"8600000US20852","40365","ZCTA5 20852"
"8600000US20853","29673","ZCTA5 20853"
"8600000US20854","49611","ZCTA5 20854"
"8600000US20855","14295","ZCTA5 20855"
"8600000US20860","2396","ZCTA5 20860"
"8600000US20861","1875","ZCTA5 20861"
"8600000US20862","343","ZCTA5 20862"
"8600000US20866","13344","ZCTA5 20866"
"8600000US20868","790","ZCTA5 20868"
"8600000US20871","13130","ZCTA5 20871"
"8600000US20872","13104","ZCTA5 20872"
"8600000US20874","57367","ZCTA5 20874"
"8600000US20876","25496","ZCTA5 20876"
"8600000US20877","34321","ZCTA5 20877"
"8600000US20878","62446","ZCTA5 20878"
"8600000US20879","24360","ZCTA5 20879"
"8600000US20880","450","ZCTA5 20880"
"8600000US20882","14063","ZCTA5 20882"
"8600000US20886","33282","ZCTA5 20886"
"8600000US20895","19054","ZCTA5 20895"
"8600000US20896","906","ZCTA5 20896"
"8600000US20899","142","ZCTA5 20899"
"8600000US20901","34832","ZCTA5 20901"
"8600000US20902","48841","ZCTA5 20902"
"8600000US20903","23625","ZCTA5 20903"
"8600000US20904","54612","ZCTA5 20904"
"8600000US20905","18044","ZCTA5 20905"
"8600000US20906","64696","ZCTA5 20906"
"8600000US20910","37445","ZCTA5 20910"
"8600000US20912","24807","ZCTA5 20912"
"8600000US21001","21487","ZCTA5 21001"
"8600000US21005","2112","ZCTA5 21005"
"8600000US21009","29766","ZCTA5 21009"
"8600000US21010","104","ZCTA5 21010"
"8600000US21012","21317","ZCTA5 21012"
"8600000US21013","4653","ZCTA5 21013"
"8600000US21014","36047","ZCTA5 21014"
"8600000US21015","27763","ZCTA5 21015"
"8600000US21017","7062","ZCTA5 21017"
"8600000US21028","3460","ZCTA5 21028"
"8600000US21029","11333","ZCTA5 21029"
"8600000US21030","24355","ZCTA5 21030"
"8600000US21031","4","ZCTA5 21031"
"8600000US21032","8848","ZCTA5 21032"
"8600000US21034","3387","ZCTA5 21034"
"8600000US21035","7815","ZCTA5 21035"
"8600000US21036","2114","ZCTA5 21036"
"8600000US21037","20618","ZCTA5 21037"
"8600000US21040","24420","ZCTA5 21040"
"8600000US21042","38076","ZCTA5 21042"
"8600000US21043","42246","ZCTA5 21043"
"8600000US21044","41704","ZCTA5 21044"
"8600000US21045","38288","ZCTA5 21045"
"8600000US21046","15080","ZCTA5 21046"
"8600000US21047","11873","ZCTA5 21047"
"8600000US21048","10650","ZCTA5 21048"
"8600000US21050","18202","ZCTA5 21050"
"8600000US21051","279","ZCTA5 21051"
"8600000US21052","303","ZCTA5 21052"
"8600000US21053","3305","ZCTA5 21053"
"8600000US21054","10127","ZCTA5 21054"
"8600000US21056","267","ZCTA5 21056"
"8600000US21057","4112","ZCTA5 21057"
"8600000US21060","29223","ZCTA5 21060"
"8600000US21061","53684","ZCTA5 21061"
"8600000US21071","497","ZCTA5 21071"
"8600000US21074","15084","ZCTA5 21074"
"8600000US21075","26344","ZCTA5 21075"
"8600000US21076","12952","ZCTA5 21076"
"8600000US21077","224","ZCTA5 21077"
"8600000US21078","17603","ZCTA5 21078"
"8600000US21082","654","ZCTA5 21082"
"8600000US21084","7652","ZCTA5 21084"
"8600000US21085","16171","ZCTA5 21085"
"8600000US21087","5451","ZCTA5 21087"
"8600000US21090","9784","ZCTA5 21090"
"8600000US21093","36465","ZCTA5 21093"
"8600000US21102","11751","ZCTA5 21102"
"8600000US21104","4601","ZCTA5 21104"
"8600000US21105","65","ZCTA5 21105"
"8600000US21108","17964","ZCTA5 21108"
"8600000US21111","4903","ZCTA5 21111"
"8600000US21113","30469","ZCTA5 21113"
"8600000US21114","25225","ZCTA5 21114"
"8600000US21117","53778","ZCTA5 21117"
"8600000US21120","6967","ZCTA5 21120"
"8600000US21122","60576","ZCTA5 21122"
"8600000US21128","12802","ZCTA5 21128"
"8600000US21130","187","ZCTA5 21130"
"8600000US21131","7253","ZCTA5 21131"
"8600000US21132","2634","ZCTA5 21132"
"8600000US21133","29998","ZCTA5 21133"
"8600000US21136","33781","ZCTA5 21136"
"8600000US21140","3457","ZCTA5 21140"
"8600000US21144","31884","ZCTA5 21144"
"8600000US21146","26705","ZCTA5 21146"
"8600000US21152","5544","ZCTA5 21152"
"8600000US21153","323","ZCTA5 21153"
"8600000US21154","6464","ZCTA5 21154"
"8600000US21155","2371","ZCTA5 21155"
"8600000US21156","358","ZCTA5 21156"
"8600000US21157","36920","ZCTA5 21157"
"8600000US21158","20234","ZCTA5 21158"
"8600000US21160","2408","ZCTA5 21160"
"8600000US21161","5490","ZCTA5 21161"
"8600000US21162","3655","ZCTA5 21162"
"8600000US21163","7026","ZCTA5 21163"
"8600000US21201","16972","ZCTA5 21201"
"8600000US21202","22832","ZCTA5 21202"
"8600000US21204","20253","ZCTA5 21204"
"8600000US21205","16146","ZCTA5 21205"
"8600000US21206","50846","ZCTA5 21206"
"8600000US21207","48133","ZCTA5 21207"
"8600000US21208","33917","ZCTA5 21208"
"8600000US21209","26465","ZCTA5 21209"
"8600000US21210","14292","ZCTA5 21210"
"8600000US21211","17351","ZCTA5 21211"
"8600000US21212","32322","ZCTA5 21212"
"8600000US21213","32733","ZCTA5 21213"
"8600000US21214","20564","ZCTA5 21214"
"8600000US21215","60161","ZCTA5 21215"
"8600000US21216","32071","ZCTA5 21216"
"8600000US21217","37111","ZCTA5 21217"
"8600000US21218","49796","ZCTA5 21218"
"8600000US21219","9379","ZCTA5 21219"
"8600000US21220","39199","ZCTA5 21220"
"8600000US21221","42154","ZCTA5 21221"
"8600000US21222","55786","ZCTA5 21222"
"8600000US21223","26366","ZCTA5 21223"
"8600000US21224","49134","ZCTA5 21224"
"8600000US21225","33545","ZCTA5 21225"
"8600000US21226","7561","ZCTA5 21226"
"8600000US21227","33534","ZCTA5 21227"
"8600000US21228","47577","ZCTA5 21228"
"8600000US21229","45213","ZCTA5 21229"
"8600000US21230","33568","ZCTA5 21230"
"8600000US21231","15748","ZCTA5 21231"
"8600000US21234","69752","ZCTA5 21234"
"8600000US21236","38474","ZCTA5 21236"
"8600000US21237","30059","ZCTA5 21237"
"8600000US21239","28793","ZCTA5 21239"
"8600000US21240","0","ZCTA5 21240"
"8600000US21244","34611","ZCTA5 21244"
"8600000US21250","3205","ZCTA5 21250"
"8600000US21251","934","ZCTA5 21251"
"8600000US21252","2872","ZCTA5 21252"
"8600000US21286","19206","ZCTA5 21286"
"8600000US21401","36012","ZCTA5 21401"
"8600000US21402","5217","ZCTA5 21402"
"8600000US21403","30269","ZCTA5 21403"
"8600000US21405","544","ZCTA5 21405"
"8600000US21409","20064","ZCTA5 21409"
"8600000US21502","44400","ZCTA5 21502"
"8600000US21520","2074","ZCTA5 21520"
"8600000US21521","1265","ZCTA5 21521"
"8600000US21522","141","ZCTA5 21522"
"8600000US21523","286","ZCTA5 21523"
"8600000US21524","626","ZCTA5 21524"
"8600000US21529","631","ZCTA5 21529"
"8600000US21530","1591","ZCTA5 21530"
"8600000US21531","2227","ZCTA5 21531"
"8600000US21532","15620","ZCTA5 21532"
"8600000US21536","4121","ZCTA5 21536"
"8600000US21538","716","ZCTA5 21538"
"8600000US21539","2819","ZCTA5 21539"
"8600000US21540","65","ZCTA5 21540"
"8600000US21541","1546","ZCTA5 21541"
"8600000US21542","483","ZCTA5 21542"
"8600000US21543","140","ZCTA5 21543"
"8600000US21545","1940","ZCTA5 21545"
"8600000US21550","14194","ZCTA5 21550"
"8600000US21555","1936","ZCTA5 21555"
"8600000US21557","1895","ZCTA5 21557"
"8600000US21561","2627","ZCTA5 21561"
"8600000US21562","3141","ZCTA5 21562"
"8600000US21601","23597","ZCTA5 21601"
"8600000US21607","583","ZCTA5 21607"
"8600000US21610","378","ZCTA5 21610"
"8600000US21612","492","ZCTA5 21612"
"8600000US21613","17330","ZCTA5 21613"
"8600000US21617","9907","ZCTA5 21617"
"8600000US21619","5848","ZCTA5 21619"
"8600000US21620","12853","ZCTA5 21620"
"8600000US21622","558","ZCTA5 21622"
"8600000US21623","2111","ZCTA5 21623"
"8600000US21624","143","ZCTA5 21624"
"8600000US21625","2719","ZCTA5 21625"
"8600000US21626","120","ZCTA5 21626"
"8600000US21627","18","ZCTA5 21627"
"8600000US21628","556","ZCTA5 21628"
"8600000US21629","9555","ZCTA5 21629"
"8600000US21631","2731","ZCTA5 21631"
"8600000US21632","6353","ZCTA5 21632"
"8600000US21634","305","ZCTA5 21634"
"8600000US21635","2098","ZCTA5 21635"
"8600000US21636","1186","ZCTA5 21636"
"8600000US21638","4934","ZCTA5 21638"
"8600000US21639","4408","ZCTA5 21639"
"8600000US21640","1632","ZCTA5 21640"
"8600000US21641","117","ZCTA5 21641"
"8600000US21643","5979","ZCTA5 21643"
"8600000US21644","111","ZCTA5 21644"
"8600000US21645","1039","ZCTA5 21645"
"8600000US21647","289","ZCTA5 21647"
"8600000US21648","255","ZCTA5 21648"
"8600000US21649","1858","ZCTA5 21649"
"8600000US21650","238","ZCTA5 21650"
"8600000US21651","2898","ZCTA5 21651"
"8600000US21652","183","ZCTA5 21652"
"8600000US21653","114","ZCTA5 21653"
"8600000US21654","1236","ZCTA5 21654"
"8600000US21655","5009","ZCTA5 21655"
"8600000US21657","777","ZCTA5 21657"
"8600000US21658","3862","ZCTA5 21658"
"8600000US21659","1551","ZCTA5 21659"
"8600000US21660","4063","ZCTA5 21660"
"8600000US21661","2653","ZCTA5 21661"
"8600000US21662","555","ZCTA5 21662"
"8600000US21663","3308","ZCTA5 21663"
"8600000US21664","539","ZCTA5 21664"
"8600000US21665","287","ZCTA5 21665"
"8600000US21666","12309","ZCTA5 21666"
"8600000US21667","310","ZCTA5 21667"
"8600000US21668","1904","ZCTA5 21668"
"8600000US21669","229","ZCTA5 21669"
"8600000US21671","756","ZCTA5 21671"
"8600000US21672","241","ZCTA5 21672"
"8600000US21673","3136","ZCTA5 21673"
"8600000US21675","105","ZCTA5 21675"
"8600000US21676","398","ZCTA5 21676"
"8600000US21677","440","ZCTA5 21677"
"8600000US21678","2301","ZCTA5 21678"
"8600000US21679","483","ZCTA5 21679"
"8600000US21701","35293","ZCTA5 21701"
"8600000US21702","38847","ZCTA5 21702"
"8600000US21703","32854","ZCTA5 21703"
"8600000US21704","13321","ZCTA5 21704"
"8600000US21705","8","ZCTA5 21705"
"8600000US21710","4515","ZCTA5 21710"
"8600000US21711","1029","ZCTA5 21711"
"8600000US21713","9502","ZCTA5 21713"
"8600000US21714","99","ZCTA5 21714"
"8600000US21716","4885","ZCTA5 21716"
"8600000US21717","54","ZCTA5 21717"
"8600000US21718","151","ZCTA5 21718"
"8600000US21719","1548","ZCTA5 21719"
"8600000US21722","5545","ZCTA5 21722"
"8600000US21723","803","ZCTA5 21723"
"8600000US21727","5850","ZCTA5 21727"
"8600000US21733","1163","ZCTA5 21733"
"8600000US21734","771","ZCTA5 21734"
"8600000US21737","1458","ZCTA5 21737"
"8600000US21738","3268","ZCTA5 21738"
"8600000US21740","61859","ZCTA5 21740"
"8600000US21742","31444","ZCTA5 21742"
"8600000US21746","1883","ZCTA5 21746"
"8600000US21750","3766","ZCTA5 21750"
"8600000US21754","6323","ZCTA5 21754"
"8600000US21755","5591","ZCTA5 21755"
"8600000US21756","3612","ZCTA5 21756"
"8600000US21757","3036","ZCTA5 21757"
"8600000US21758","4921","ZCTA5 21758"
"8600000US21762","249","ZCTA5 21762"
"8600000US21766","700","ZCTA5 21766"
"8600000US21767","991","ZCTA5 21767"
"8600000US21769","11236","ZCTA5 21769"
"8600000US21770","5164","ZCTA5 21770"
"8600000US21771","29563","ZCTA5 21771"
"8600000US21773","5460","ZCTA5 21773"
"8600000US21774","11662","ZCTA5 21774"
"8600000US21776","5735","ZCTA5 21776"
"8600000US21777","1470","ZCTA5 21777"
"8600000US21778","1094","ZCTA5 21778"
"8600000US21779","983","ZCTA5 21779"
"8600000US21780","1625","ZCTA5 21780"
"8600000US21781","136","ZCTA5 21781"
"8600000US21782","4097","ZCTA5 21782"
"8600000US21783","9130","ZCTA5 21783"
"8600000US21784","37941","ZCTA5 21784"
"8600000US21787","10693","ZCTA5 21787"
"8600000US21788","11622","ZCTA5 21788"
"8600000US21790","100","ZCTA5 21790"
"8600000US21791","5281","ZCTA5 21791"
"8600000US21793","9775","ZCTA5 21793"
"8600000US21794","2434","ZCTA5 21794"
"8600000US21795","9233","ZCTA5 21795"
"8600000US21797","8839","ZCTA5 21797"
"8600000US21798","2345","ZCTA5 21798"
"8600000US21801","29961","ZCTA5 21801"
"8600000US21802","89","ZCTA5 21802"
"8600000US21804","38491","ZCTA5 21804"
"8600000US21810","487","ZCTA5 21810"
"8600000US21811","22550","ZCTA5 21811"
"8600000US21813","2852","ZCTA5 21813"
"8600000US21814","380","ZCTA5 21814"
"8600000US21817","5236","ZCTA5 21817"
"8600000US21821","991","ZCTA5 21821"
"8600000US21822","1930","ZCTA5 21822"
"8600000US21824","198","ZCTA5 21824"
"8600000US21826","4837","ZCTA5 21826"
"8600000US21829","527","ZCTA5 21829"
"8600000US21830","4026","ZCTA5 21830"
"8600000US21835","507","ZCTA5 21835"
"8600000US21837","2614","ZCTA5 21837"
"8600000US21838","1736","ZCTA5 21838"
"8600000US21840","375","ZCTA5 21840"
"8600000US21841","860","ZCTA5 21841"
"8600000US21842","11089","ZCTA5 21842"
"8600000US21849","3238","ZCTA5 21849"
"8600000US21850","2790","ZCTA5 21850"
"8600000US21851","7315","ZCTA5 21851"
"8600000US21853","11126","ZCTA5 21853"
"8600000US21856","1035","ZCTA5 21856"
"8600000US21861","757","ZCTA5 21861"
"8600000US21862","106","ZCTA5 21862"
"8600000US21863","5029","ZCTA5 21863"
"8600000US21864","611","ZCTA5 21864"
"8600000US21865","470","ZCTA5 21865"
"8600000US21866","78","ZCTA5 21866"
"8600000US21867","114","ZCTA5 21867"
"8600000US21869","1006","ZCTA5 21869"
"8600000US21871","2124","ZCTA5 21871"
"8600000US21872","718","ZCTA5 21872"
"8600000US21874","2210","ZCTA5 21874"
"8600000US21875","6467","ZCTA5 21875"
"8600000US21890","3240","ZCTA5 21890"
"8600000US21901","15875","ZCTA5 21901"
"8600000US21902","471","ZCTA5 21902"
"8600000US21903","5687","ZCTA5 21903"
"8600000US21904","7252","ZCTA5 21904"
"8600000US21911","11004","ZCTA5 21911"
"8600000US21912","1240","ZCTA5 21912"
"8600000US21913","663","ZCTA5 21913"
"8600000US21914","765","ZCTA5 21914"
"8600000US21915","3030","ZCTA5 21915"
"8600000US21916","37","ZCTA5 21916"
"8600000US21917","2520","ZCTA5 21917"
"8600000US21918","4284","ZCTA5 21918"
"8600000US21919","3467","ZCTA5 21919"
"8600000US21920","257","ZCTA5 21920"
"8600000US21921","44471","ZCTA5 21921"
"8600000US21930","94","ZCTA5 21930"
"8600000US22003","55990","ZCTA5 22003"
"8600000US22015","43102","ZCTA5 22015"
"8600000US22025","17379","ZCTA5 22025"
"8600000US22026","14258","ZCTA5 22026"
"8600000US22027","2362","ZCTA5 22027"
"8600000US22030","55066","ZCTA5 22030"
"8600000US22031","29795","ZCTA5 22031"
"8600000US22032","29377","ZCTA5 22032"
"8600000US22033","37691","ZCTA5 22033"
"8600000US22035","0","ZCTA5 22035"
"8600000US22039","18364","ZCTA5 22039"
"8600000US22041","27989","ZCTA5 22041"
"8600000US22042","33537","ZCTA5 22042"
"8600000US22043","24302","ZCTA5 22043"
"8600000US22044","14092","ZCTA5 22044"
"8600000US22046","16235","ZCTA5 22046"
"8600000US22060","8878","ZCTA5 22060"
"8600000US22066","18099","ZCTA5 22066"
"8600000US22079","32059","ZCTA5 22079"
"8600000US22101","29887","ZCTA5 22101"
"8600000US22102","21985","ZCTA5 22102"
"8600000US22124","17558","ZCTA5 22124"
"8600000US22125","711","ZCTA5 22125"
"8600000US22134","6862","ZCTA5 22134"
"8600000US22150","27105","ZCTA5 22150"
"8600000US22151","17456","ZCTA5 22151"
"8600000US22152","28550","ZCTA5 22152"
"8600000US22153","31285","ZCTA5 22153"
"8600000US22172","8699","ZCTA5 22172"
"8600000US22180","23491","ZCTA5 22180"
"8600000US22181","14879","ZCTA5 22181"
"8600000US22182","24863","ZCTA5 22182"
"8600000US22185","0","ZCTA5 22185"
"8600000US22191","57598","ZCTA5 22191"
"8600000US22192","53394","ZCTA5 22192"
"8600000US22193","73047","ZCTA5 22193"
"8600000US22201","33476","ZCTA5 22201"
"8600000US22202","22543","ZCTA5 22202"
"8600000US22203","21850","ZCTA5 22203"
"8600000US22204","47233","ZCTA5 22204"
"8600000US22205","17087","ZCTA5 22205"
"8600000US22206","19051","ZCTA5 22206"
"8600000US22207","30920","ZCTA5 22207"
"8600000US22209","12314","ZCTA5 22209"
"8600000US22211","648","ZCTA5 22211"
"8600000US22213","2936","ZCTA5 22213"
"8600000US22214","0","ZCTA5 22214"
"8600000US22301","11162","ZCTA5 22301"
"8600000US22302","16485","ZCTA5 22302"
"8600000US22303","12601","ZCTA5 22303"
"8600000US22304","44300","ZCTA5 22304"
"8600000US22305","15440","ZCTA5 22305"
"8600000US22306","32326","ZCTA5 22306"
"8600000US22307","9581","ZCTA5 22307"
"8600000US22308","12737","ZCTA5 22308"
"8600000US22309","33220","ZCTA5 22309"
"8600000US22310","29609","ZCTA5 22310"
"8600000US22311","17560","ZCTA5 22311"
"8600000US22312","30614","ZCTA5 22312"
"8600000US22314","29653","ZCTA5 22314"
"8600000US22315","26202","ZCTA5 22315"
"8600000US22401","24286","ZCTA5 22401"
"8600000US22405","29152","ZCTA5 22405"
"8600000US22406","20757","ZCTA5 22406"
"8600000US22407","54962","ZCTA5 22407"
"8600000US22408","26851","ZCTA5 22408"
"8600000US22427","3286","ZCTA5 22427"
"8600000US22432","394","ZCTA5 22432"
"8600000US22433","232","ZCTA5 22433"
"8600000US22435","2439","ZCTA5 22435"
"8600000US22436","746","ZCTA5 22436"
"8600000US22437","725","ZCTA5 22437"
"8600000US22438","463","ZCTA5 22438"
"8600000US22443","8083","ZCTA5 22443"
"8600000US22448","599","ZCTA5 22448"
"8600000US22454","1796","ZCTA5 22454"
"8600000US22460","1876","ZCTA5 22460"
"8600000US22469","1921","ZCTA5 22469"
"8600000US22473","5099","ZCTA5 22473"
"8600000US22476","369","ZCTA5 22476"
"8600000US22480","714","ZCTA5 22480"
"8600000US22482","2993","ZCTA5 22482"
"8600000US22485","23004","ZCTA5 22485"
"8600000US22488","1398","ZCTA5 22488"
"8600000US22503","4334","ZCTA5 22503"
"8600000US22504","263","ZCTA5 22504"
"8600000US22508","12696","ZCTA5 22508"
"8600000US22509","31","ZCTA5 22509"
"8600000US22511","1240","ZCTA5 22511"
"8600000US22514","2603","ZCTA5 22514"
"8600000US22520","5402","ZCTA5 22520"
"8600000US22529","335","ZCTA5 22529"
"8600000US22530","126","ZCTA5 22530"
"8600000US22534","2796","ZCTA5 22534"
"8600000US22535","580","ZCTA5 22535"
"8600000US22538","307","ZCTA5 22538"
"8600000US22539","2063","ZCTA5 22539"
"8600000US22542","1950","ZCTA5 22542"
"8600000US22546","15850","ZCTA5 22546"
"8600000US22548","73","ZCTA5 22548"
"8600000US22551","19242","ZCTA5 22551"
"8600000US22553","13935","ZCTA5 22553"
"8600000US22554","51463","ZCTA5 22554"
"8600000US22556","25675","ZCTA5 22556"
"8600000US22560","6704","ZCTA5 22560"
"8600000US22567","3163","ZCTA5 22567"
"8600000US22572","7470","ZCTA5 22572"
"8600000US22576","1785","ZCTA5 22576"
"8600000US22578","2510","ZCTA5 22578"
"8600000US22579","155","ZCTA5 22579"
"8600000US22580","5160","ZCTA5 22580"
"8600000US22601","27813","ZCTA5 22601"
"8600000US22602","28443","ZCTA5 22602"
"8600000US22603","13910","ZCTA5 22603"
"8600000US22610","1842","ZCTA5 22610"
"8600000US22611","8757","ZCTA5 22611"
"8600000US22620","2348","ZCTA5 22620"
"8600000US22623","670","ZCTA5 22623"
"8600000US22624","2565","ZCTA5 22624"
"8600000US22625","3641","ZCTA5 22625"
"8600000US22627","637","ZCTA5 22627"
"8600000US22630","30292","ZCTA5 22630"
"8600000US22637","1970","ZCTA5 22637"
"8600000US22639","560","ZCTA5 22639"
"8600000US22640","532","ZCTA5 22640"
"8600000US22641","361","ZCTA5 22641"
"8600000US22642","4414","ZCTA5 22642"
